T (C)	Phases vol%-LIQUID-1.0(C/s)	Phases vol%-AUSTENITE-1.0(C/s)	Phases vol%-FERRITE-1.0(C/s)	Phases vol%-MARTENSITE-1.0(C/s)	Phases vol%-BAINITE-1.0(C/s)	Density (g/(cm)^3)-TOTAL-1.0(C/s)	Molar volume (cm^3)-TOTAL-1.0(C/s)	Linear expansion (%)-  -1.0(C/s)	Average expansion coeff. (10e-6 1/K)-  -1.0(C/s)	Thermal conductivity (W/(m*K))-TOTAL-1.0(C/s)	Electrical resistivity (10e-6 Ohm*m)-TOTAL-1.0(C/s)	Electrical conductivity (10e6 1/(Ohm*m))-TOTAL-1.0(C/s)	Young's modulus (GPa)-TOTAL-1.0(C/s)	Bulk modulus (GPa)-TOTAL-1.0(C/s)	Shear modulus(GPa)-TOTAL-1.0(C/s)	Poisson's ratio-TOTAL-1.0(C/s)	Liquid viscosity (mPa s)-  -1.0(C/s)	Total viscosity (mPa s)-  -1.0(C/s)	Yield Stress (MPa)-TOTAL-1.0(C/s)	Tensile Stress (MPa)-TOTAL-1.0(C/s)	Hardness (HRC)-TOTAL-1.0(C/s)	Enthalpy (J/g)-TOTAL-1.0(C/s)	Specific heat (J/(g K))-TOTAL-1.0(C/s)	Latent heat (J/g)-FERRITE-1.0(C/s)	Latent heat (J/g)-BAINITE_PEARLITE-1.0(C/s)	Latent heat (J/g)-MARTENSITE-1.0(C/s)	Latent heat (J/g)-SOLID-1.0(C/s)	TIME(s)-Cooling_1.0(C/s)
740.0	 	100.0	 	 	 	7.66755	7.2184	-3.37127	39.43009	25.88847	1.27522	0.78418	132.92035	134.83088	49.757	0.33569	 	1.610006538E9	68.3004	106.151	-105.49438	520.12789	0.58698	53.78456	52.75845	32.59172	 	855.0000000000001
735.0	 	100.0	 	 	 	7.67032	7.2158	-3.38206	39.32631	25.8268	1.27196	0.78619	133.40728	135.08204	49.95032	0.3354	 	1.87663143E9	68.4318	106.678	-105.17579	517.19585	0.58641	55.99607	55.1777	34.91633	 	860.0000000000001
730.0	 	100.0	 	 	 	7.67308	7.21321	-3.39285	39.22373	25.76513	1.26868	0.78822	133.8939	135.33197	50.14361	0.3351	 	2.190751438E9	68.5649	107.207	-104.85769	514.26723	0.58572	58.14245	57.52775	37.24727	 	865.0000000000001
725.0	 	100.0	 	 	 	7.67585	7.21061	-3.40364	39.12232	25.70346	1.26538	0.79027	134.38019	135.58068	50.33686	0.33481	 	2.561414979E9	68.6995	107.737	-104.54008	511.34102	0.58524	60.2277	59.81143	39.5128	 	870.0000000000001
720.0	 	100.0	 	 	 	7.67861	7.20801	-3.41443	39.02204	25.64178	1.26207	0.79235	134.86616	135.82817	50.53007	0.33451	 	2.999514777E9	68.8353	108.268	-104.22358	508.41822	0.58456	62.25518	62.03134	41.71529	 	875.0000000000001
715.0	 	100.0	 	 	 	7.68138	7.20541	-3.42521	38.92289	25.58011	1.25875	0.79444	135.3518	136.07445	50.72325	0.33422	 	3.518157901E9	68.9727	108.8	-103.90778	505.49737	0.58417	64.22816	64.19008	43.85715	 	880.0000000000001
710.0	 	99.98852	0.0114767	 	 	7.68414	7.20283	-3.43593	38.8241	25.51914	1.25537	0.79658	135.83797	136.31878	50.91679	0.33392	 	4.132755606E9	69.1165	109.341	-103.58767	502.6282	0.57383	66.14931	66.29007	45.9406	 	885.0000000000001
705.0	 	99.98606	0.0139381	 	 	7.68691	7.20023	-3.4467	38.727	25.45762	1.252	0.79872	136.32319	136.56254	51.11	0.33363	 	4.863097897E9	69.2582	109.877	-103.27182	499.72223	0.5812	68.02116	68.33361	47.96778	 	890.0000000000001
700.0	 	99.98319	0.0168088	 	 	7.68968	7.19764	-3.45747	38.63094	25.39614	1.24862	0.80089	136.80812	136.80511	51.30319	0.33333	 	5.732063664E9	69.4014	110.415	-102.95668	496.81975	0.5805	69.84585	70.32282	49.94065	 	895.0000000000001
695.0	 	99.97986	0.0201422	 	 	7.69245	7.19505	-3.46823	38.53591	25.3347	1.24522	0.80307	137.29279	137.04649	51.49637	0.33303	 	6.767746475E9	69.5465	110.955	-102.64203	493.92101	0.57975	71.62545	72.25981	51.86118	 	900.0000000000001
690.0	 	99.976	0.0239961	 	 	7.69522	7.19245	-3.47899	38.44188	25.27329	1.24179	0.80529	137.7772	137.28669	51.68953	0.33274	 	8.00430232E9	69.6933	111.496	-102.32788	491.02523	0.57916	73.36184	74.14654	53.73119	 	905.0000000000001
685.0	 	99.97157	0.0284326	 	 	7.698	7.18986	-3.48974	38.34883	25.21193	1.23836	0.80752	138.26135	137.52571	51.8827	0.33244	 	9.483325256E9	69.8419	112.039	-102.01422	488.13264	0.57852	75.05672	75.98488	55.55246	 	910.0000000000001
680.0	 	99.96648	0.0335175	 	 	7.70077	7.18727	-3.50049	38.25676	25.15062	1.2349	0.80978	138.74527	137.76356	52.07586	0.33215	 	1.12555E10	69.9927	112.583	-101.70045	485.244	0.57773	76.71171	77.77664	57.32666	 	915.0000000000001
675.0	 	99.96068	0.039319	 	 	7.70355	7.18468	-3.51124	38.16563	25.08936	1.23142	0.81207	139.22896	138.00026	52.26903	0.33185	 	1.3382999999999998E10	70.1452	113.129	-101.38739	482.35806	0.57719	78.32825	79.52347	59.05536	 	920.0000000000001
670.0	 	99.95409	0.0459079	 	 	7.70632	7.1821	-3.52198	38.07543	25.02818	1.22792	0.81439	139.71242	138.23581	52.46221	0.33155	 	1.5941699999999998E10	70.2995	113.677	-101.07484	479.47509	0.57659	79.90769	81.22697	60.74007	 	925.0000000000001
665.0	 	99.94664	0.0533559	 	 	7.7091	7.17951	-3.53271	37.98613	24.96706	1.2244	0.81673	140.19569	138.47022	52.6554	0.33126	 	1.90248E10	70.456	114.226	-100.76239	476.59535	0.57595	81.45138	82.88871	62.38227	 	930.0000000000001
660.0	 	99.93827	0.0617341	 	 	7.71188	7.17693	-3.54344	37.89772	24.90603	1.22086	0.8191	140.67877	138.7035	52.84862	0.33096	 	2.27471E10	70.6146	114.777	-100.45025	473.71862	0.57535	82.96051	84.51014	63.98334	 	935.0000000000001
655.0	 	99.92889	0.071112	 	 	7.71465	7.17434	-3.55416	37.81019	24.84508	1.21729	0.82149	141.16167	138.93568	53.04186	0.33066	 	2.7249599999999996E10	70.7752	115.33	-100.13842	470.84464	0.5748	84.43623	86.09265	65.54461	 	940.0000000000001
650.0	 	99.91325	0.0867518	 	 	7.71742	7.17177	-3.56484	37.72316	24.78462	1.21369	0.82393	141.64496	139.1666	53.23536	0.33037	 	3.2705399999999996E10	70.9367	115.883	-99.8279	467.96917	0.5751	85.87959	87.63756	67.06733	 	945.0000000000001
645.0	 	99.89683	0.10317	 	 	7.7202	7.1692	-3.57552	37.63706	24.72424	1.21006	0.8264	142.12814	139.3965	53.42893	0.33007	 	3.93306E10	71.1025	116.441	-99.51571	465.09657	0.57452	87.2922	89.14656	68.55313	 	950.0000000000001
640.0	 	99.87964	0.12036	 	 	7.72297	7.16663	-3.5862	37.5518	24.66394	1.20642	0.8289	142.61116	139.62535	53.62252	0.32977	 	4.739299999999999E10	71.2707	117.001	-99.20327	462.22705	0.5739	88.67442	90.62041	70.00273	 	955.0000000000001
635.0	 	99.86168	0.13832	 	 	7.72574	7.16405	-3.59687	37.46737	24.60375	1.20275	0.83143	143.09403	139.85318	53.81615	0.32947	 	5.722499999999999E10	71.4412	117.564	-98.89117	459.36013	0.57338	90.02719	92.06025	71.41722	 	960.0000000000001
630.0	 	99.84295	0.15705	 	 	7.72851	7.16149	-3.60753	37.38374	24.54364	1.19905	0.83399	143.57674	140.07999	54.0098	0.32917	 	6.92406E10	71.6138	118.127	-98.57921	456.49575	0.57288	91.35134	93.46714	72.79761	 	965.0000000000001
625.0	 	99.82347	0.17653	 	 	7.73128	7.15892	-3.61819	37.30092	24.48363	1.19534	0.83658	144.0593	140.30579	54.2035	0.32887	 	8.39563E10	71.7889	118.694	-98.26741	453.63431	0.57229	92.64775	94.84216	74.14497	 	970.0000000000001
620.0	 	99.80327	0.19673	 	 	7.73406	7.15635	-3.62884	37.21888	24.42372	1.1916	0.83921	144.54171	140.5306	54.39722	0.32858	 	1.02019E11	71.9664	119.262	-97.95557	450.77574	0.57172	93.91722	96.18629	75.46022	 	975.0000000000001
615.0	 	99.77559	0.22441	 	 	7.73682	7.1538	-3.63944	37.13718	24.36446	1.18781	0.84188	145.02478	140.75436	54.59133	0.32828	 	1.2423E11	72.1444	119.829	-97.64564	447.91363	0.57242	95.16046	97.50045	76.74426	 	980.0000000000001
610.0	 	99.74732	0.25268	 	 	7.73959	7.15124	-3.65005	37.05633	24.30529	1.184	0.8446	145.5078	140.97721	54.78551	0.32798	 	1.51611E11	72.3279	120.403	-97.33298	445.05449	0.57183	96.3789	98.78613	77.99856	 	985.0000000000001
605.0	 	99.71849	0.28151	 	 	7.74236	7.14869	-3.66065	36.97624	24.24622	1.18016	0.84734	145.99068	141.19913	54.97972	0.32768	 	1.85447E11	72.5138	120.979	-97.02032	442.1983	0.57124	97.57256	100.0436	79.22337	 	990.0000000000001
600.0	 	99.68916	0.31084	 	 	7.74512	7.14614	-3.67124	36.89691	24.18724	1.17631	0.85012	146.47342	141.42012	55.17397	0.32738	 	2.27356E11	72.7023	121.557	-96.70747	439.34452	0.57076	98.74213	101.27374	80.41955	 	995.0000000000001
595.0	 	99.65935	0.34065	 	 	7.74789	7.14359	-3.68183	36.81831	24.12837	1.17242	0.85293	146.956	141.64019	55.36825	0.32708	 	2.7939E11	72.8933	122.138	-96.39502	436.49382	0.57014	99.88818	102.47724	81.58778	 	1000.0000000000001
590.0	 	99.62912	0.37088	 	 	7.75066	7.14104	-3.69241	36.74044	24.06959	1.16852	0.85578	147.43844	141.85935	55.56256	0.32678	 	3.44152E11	73.0871	122.72	-96.0822	433.64613	0.56954	101.01143	103.65495	82.72888	 	1005.0000000000001
585.0	 	99.59852	0.40148	 	 	7.75342	7.13849	-3.70299	36.66329	24.01089	1.16459	0.85867	147.92072	142.0776	55.7569	0.32648	 	4.24956E11	73.2835	123.305	-95.76922	430.80128	0.56897	102.11242	104.80754	83.84352	 	1010.0000000000001
580.0	 	99.5599	0.4401	 	 	7.75618	7.13595	-3.71351	36.58634	23.95296	1.1606	0.86162	148.40385	142.29502	55.9517	0.32618	 	5.25993E11	73.4805	123.889	-95.45853	427.9517	0.56991	103.1917	105.93567	84.93236	 	1015.0000000000001
575.0	 	99.52099	0.47901	 	 	7.75894	7.13342	-3.72404	36.51021	23.89512	1.15659	0.86461	148.88694	142.5116	56.14657	0.32588	 	6.52671E11	73.6837	124.481	-95.14413	425.1054	0.56926	104.25063	107.0407	85.99676	 	1020.0000000000001
570.0	 	99.47168	0.51817	 	0.010154	7.76169	7.13089	-3.73452	36.43433	23.83827	1.15252	0.86767	149.37137	142.72747	56.3421	0.32558	 	8.11933E11	73.9194	125.123	-94.80203	422.25145	0.57079	105.28896	108.12255	87.03663	 	1025.0
565.0	 	99.42657	0.55754	 	0.0158919	7.76444	7.12836	-3.74501	36.35932	23.78114	1.14844	0.87075	149.85502	142.94245	56.53739	0.32527	 	1.01269E12	74.1451	125.748	-94.47186	419.40487	0.56932	106.30723	109.18187	88.05262	 	1030.0
560.0	 	99.37903	0.59707	 	0.0238972	7.76719	7.12584	-3.75549	36.2849	23.72431	1.14432	0.87388	150.33887	143.15665	56.73286	0.32497	 	1.26645E12	74.3806	126.385	-94.13531	416.55881	0.56921	107.30601	110.21926	89.04534	 	1035.0
555.0	 	99.32327	0.63672	 	0.0400011	7.76994	7.12333	-3.76592	36.2108	23.66832	1.14014	0.87708	150.8238	143.3702	56.92888	0.32467	 	1.58807E12	74.6428	127.065	-93.7766	413.70694	0.57038	108.14836	111.05146	90.01531	 	1040.0
550.0	 	99.265	0.67645	 	0.0585482	7.77268	7.12082	-3.77634	36.13725	23.61266	1.13593	0.88034	151.30898	143.58302	57.12509	0.32437	 	1.99686E12	74.9153	127.759	-93.41132	410.85562	0.57026	109.05169	111.9375	90.96304	 	1045.0
545.0	 	99.19719	0.71621	 	0.0865952	7.7754	7.11832	-3.78671	36.06394	23.558	1.13165	0.88367	151.79551	143.7953	57.32196	0.32406	 	2.51792E12	75.2188	128.502	-93.02025	407.99628	0.57187	109.93467	112.8038	91.88907	 	1050.0
540.0	 	99.1191	0.75597	 	0.12494	7.77812	7.11583	-3.79703	35.99082	23.50444	1.1273	0.88708	152.28356	144.00713	57.51956	0.32375	 	3.18402E12	75.5561	129.299	-92.60169	405.12887	0.57348	110.79776	113.6508	92.7939	 	1055.0
535.0	 	99.03875	0.79568	 	0.16557	7.78084	7.11335	-3.80733	35.91824	23.45122	1.12291	0.89054	152.77188	144.21834	57.71735	0.32345	 	4.03806E12	75.9037	130.111	-92.17699	402.26135	0.5735	111.64141	114.47895	93.67805	 	1060.0
530.0	 	98.94835	0.83532	 	0.21633	7.78354	7.11088	-3.81758	35.84584	23.39913	1.11845	0.8941	153.26172	144.42917	57.91588	0.32314	 	5.13637E12	76.2846	130.975	-91.72554	399.38556	0.57516	112.46599	115.28862	94.54193	 	1065.0
525.0	 	98.83893	0.87485	 	0.28622	7.78622	7.10843	-3.82774	35.77323	23.34904	1.11387	0.89777	153.75461	144.63999	58.11576	0.32283	 	6.55314E12	76.7259	131.938	-91.22339	396.49044	0.57902	113.27196	116.08026	95.38604	 	1070.0
520.0	 	98.71893	0.91423	 	0.36684	7.78888	7.106	-3.83783	35.70074	23.3002	1.10921	0.90154	154.24922	144.85061	58.31644	0.32252	 	8.38647E12	77.2027	132.957	-90.694	393.586	0.58089	114.05966	116.85421	96.21078	 	1075.0
515.0	 	98.58846	0.95344	 	0.4581	7.79153	7.10358	-3.84787	35.62839	23.2526	1.10447	0.90541	154.74556	145.06107	58.51793	0.32221	 	1.07664E13	77.7149	134.033	-90.13784	390.67139	0.58292	114.82948	117.61084	97.01656	 	1080.0
510.0	 	98.43833	0.99246	 	0.56921	7.79416	7.10119	-3.8578	35.55574	23.20721	1.09961	0.90941	155.24521	145.2718	58.72088	0.32189	 	1.38659E13	78.29	135.212	-89.53115	387.73661	0.58696	115.58174	118.35049	97.80377	 	1085.0
505.0	 	98.2778	1.03126	 	0.69094	7.79677	7.09881	-3.86767	35.4832	23.16313	1.09467	0.91352	155.74666	145.48251	58.92466	0.32157	 	1.7916E13	78.9013	136.449	-88.8988	384.79181	0.58896	116.31691	119.07359	98.57288	 	1090.0
500.0	 	98.09753	1.06982	 	0.83265	7.79936	7.09646	-3.87743	35.41032	23.12135	1.0896	0.91777	156.25154	145.69364	59.12994	0.32126	 	2.3226E13	79.576	137.79	-88.21791	381.82534	0.59329	117.03519	119.78036	99.32416	 	1095.0
495.0	 	97.91479	1.10035	 	0.98487	7.80193	7.09411	-3.88719	35.33805	23.08013	1.08449	0.92209	156.75699	145.90449	59.33555	0.32094	 	3.02142E13	80.2891	139.194	-87.51115	378.85789	0.59349	117.73706	120.47125	100.05808	 	1100.0
490.0	 	97.72206	1.13047	 	1.14747	7.8045	7.09178	-3.89687	35.26576	23.04027	1.07929	0.92653	157.26417	146.11541	59.54195	0.32062	 	3.94422E13	81.0347	140.649	-86.78469	375.88041	0.5955	118.42202	121.14587	100.77431	 	1105.0
485.0	 	97.51944	1.1602	 	1.32036	7.80705	7.08946	-3.90648	35.19355	23.00148	1.07403	0.93107	157.77313	146.32646	59.74918	0.3203	 	5.16704E13	81.8158	142.163	-86.03646	372.89288	0.59751	119.09112	121.80516	101.47381	 	1110.0
480.0	 	97.30705	1.1895	 	1.50345	7.80959	7.08716	-3.91604	35.12141	22.96428	1.06868	0.93574	158.28389	146.53764	59.95722	0.31997	 	6.79334E13	82.6327	143.733	-85.2671	369.89569	0.59944	119.74466	122.44942	102.15692	 	1115.0
475.0	 	97.08496	1.21839	 	1.69665	7.81211	7.08487	-3.92553	35.04935	22.92846	1.06324	0.94052	158.79644	146.74901	60.16609	0.31965	 	8.96428E13	83.4853	145.362	-84.47775	366.88819	0.6015	120.38302	123.07901	102.82405	 	1120.0
470.0	 	96.85325	1.24687	 	1.89988	7.81461	7.0826	-3.93495	34.97732	22.89403	1.05772	0.94543	159.31077	146.96057	60.37577	0.31933	 	1.18733E14	84.3734	147.047	-83.66906	363.87077	0.60348	121.00633	123.6941	103.47536	 	1125.0
465.0	 	96.6217	1.27491	 	2.10339	7.81711	7.08034	-3.94435	34.90578	22.85995	1.05217	0.95041	159.82514	147.17182	60.58555	0.319	 	1.57865E14	85.2682	148.742	-82.86527	360.85533	0.60309	121.615	124.29504	104.11128	 	1130.0
460.0	 	96.38068	1.30255	 	2.31677	7.8196	7.07809	-3.95369	34.83428	22.82726	1.04654	0.95553	160.34125	147.38328	60.79612	0.31868	 	2.10713E14	86.1985	150.494	-82.04351	357.83031	0.605	122.20924	124.88207	104.73205	 	1135.0
455.0	 	96.14696	1.3228	 	2.53024	7.82209	7.07583	-3.96306	34.76372	22.79414	1.04092	0.96069	160.85613	147.59398	61.00627	0.31836	 	2.82391E14	87.1372	152.257	-81.22593	354.81542	0.60298	122.78936	125.45549	105.33799	 	1140.0
450.0	 	95.91386	1.34243	 	2.74371	7.82458	7.07358	-3.97241	34.69357	22.7613	1.03526	0.96594	161.37083	147.80427	61.21642	0.31804	 	3.80004E14	88.0794	154.024	-80.41644	351.80348	0.60239	123.35497	126.01497	105.92882	 	1145.0
445.0	 	95.69118	1.36144	 	2.94738	7.82708	7.07132	-3.9818	34.62434	22.72764	1.02962	0.97123	161.8836	148.01355	61.42586	0.31772	 	5.1348199999999994E14	88.9986	155.749	-79.635	348.80628	0.59944	123.90697	126.56132	106.50537	 	1150.0
440.0	 	95.46927	1.37986	 	3.15087	7.82958	7.06906	-3.99117	34.55559	22.69421	1.02396	0.9766	162.39616	148.22236	61.6353	0.3174	 	6.96789E14	89.9237	157.482	-78.85945	345.8123	0.5988	124.44554	127.09476	107.06787	 	1155.0
435.0	 	95.25786	1.39771	 	3.34443	7.83209	7.06679	-4.00058	34.48776	22.65991	1.01832	0.98201	162.90669	148.43006	61.84398	0.31708	 	9.4963E14	90.8256	159.172	-78.11112	342.83398	0.59566	124.97098	127.61554	107.61661	 	1160.0
430.0	 	95.04733	1.41501	 	3.53766	7.8346	7.06453	-4.00998	34.4204	22.6258	1.01266	0.9875	163.41692	148.63721	62.05262	0.31676	 	1.29994E15	91.7332	160.869	-77.36807	339.85891	0.59501	125.48349	128.12388	108.15181	 	1165.0
425.0	 	94.84737	1.4318	 	3.72084	7.83713	7.06226	-4.01941	34.35396	22.59075	1.00701	0.99303	163.92503	148.84316	62.26047	0.31645	 	1.78753E15	92.6177	162.523	-76.65161	336.90012	0.59176	125.98337	128.62006	108.67381	 	1170.0
420.0	 	94.65802	1.44807	 	3.89391	7.83966	7.05997	-4.02889	34.28844	22.55472	1.0014	0.9986	164.43096	149.04784	62.46751	0.31613	 	2.46935E15	93.4786	164.135	-75.96112	333.95767	0.58849	126.47077	129.10423	109.18275	 	1175.0
415.0	 	94.47925	1.46388	 	4.05687	7.84221	7.05768	-4.03841	34.22383	22.51769	0.99581	1.00421	164.93468	149.25121	62.67373	0.31582	 	3.42732E15	94.316	165.704	-75.29606	331.03153	0.58523	126.94595	129.57666	109.67893	 	1180.0
410.0	 	94.31642	1.47391	 	4.20967	7.84478	7.05536	-4.04802	34.16048	22.47899	0.99028	1.00982	165.43516	149.45281	62.87871	0.31551	 	4.78014E15	95.1315	167.232	-74.65464	328.12895	0.58052	127.40913	130.03755	110.16257	 	1185.0
405.0	 	94.16462	1.48307	 	4.35231	7.84736	7.05304	-4.05766	34.09802	22.43917	0.98477	1.01546	165.93319	149.65293	63.08277	0.3152	 	6.69997E15	95.9213	168.712	-74.039	325.24332	0.57713	127.86005	130.4867	110.63349	 	1190.0
400.0	 	94.02381	1.49143	 	4.48476	7.84996	7.0507	-4.06736	34.0365	22.39819	0.9793	1.02114	166.4288	149.85153	63.28592	0.3149	 	9.43824E15	96.6877	170.15	-73.44687	322.37552	0.57356	128.29938	130.9247	111.09231	 	1195.0
395.0	 	93.89396	1.49902	 	4.60702	7.85258	7.04836	-4.07711	33.97589	22.35603	0.97386	1.02684	166.92194	150.04855	63.48816	0.31459	 	1.33642E16	97.4304	171.544	-72.87808	319.52539	0.57003	128.72723	131.3517	111.53916	 	1200.0
390.0	 	93.77499	1.50591	 	4.71911	7.85521	7.046	-4.0869	33.91621	22.31268	0.96845	1.03258	167.41261	150.24398	63.68947	0.31429	 	1.9023E16	98.1502	172.894	-72.33155	316.69306	0.56647	129.14392	131.76797	111.97437	 	1205.0
385.0	 	90.72598	1.50506	3.05251	4.71645	7.85254	7.04839	-4.07696	33.69387	22.62973	0.94768	1.05521	168.44982	150.67148	64.11432	0.31367	 	2.72126E16	124.417	216.396	-56.53436	310.65906	1.2068	129.54955	132.17364	112.39806	 	1210.0
380.0	 	81.69611	1.50212	12.09452	4.70725	7.83896	7.0606	-4.0263	33.13831	23.73485	0.89669	1.11521	170.56457	151.53944	64.98148	0.31241	 	3.90965E16	201.834	338.163	-26.74169	297.96415	2.53898	129.94385	132.56849	112.81003	 	1215.0
375.0	 	73.57846	1.49946	20.22316	4.69893	7.82684	7.07153	-3.98092	32.63051	24.81114	0.85123	1.17477	172.48389	152.31636	65.77	0.31127	 	5.64763E16	271.986	441.46	-10.38274	286.18427	2.35598	130.32758	132.95319	113.21098	 	1220.0
370.0	 	66.27822	1.49705	27.53333	4.6914	7.81603	7.08131	-3.94032	32.16591	25.87341	0.80998	1.23459	174.24982	153.03196	66.49614	0.31023	 	8.20359E16	335.58	530.102	0.12612	275.23612	2.18963	130.70091	133.32793	113.6011	 	1225.0
365.0	 	59.71132	1.49487	34.10922	4.68458	7.8064	7.09004	-3.90407	31.74041	26.92824	0.7722	1.29499	175.88822	153.70193	67.17005	0.30928	 	1.19839E17	393.251	606.887	7.49723	265.04441	2.03834	131.06407	133.6929	113.9806	 	1230.0
360.0	 	53.80227	1.4929	40.02641	4.67841	7.79784	7.09783	-3.87176	31.35026	27.97583	0.73747	1.356	177.41632	154.33482	67.79857	0.30841	 	1.76078E17	445.578	673.923	12.96921	255.54017	1.90085	131.41717	134.04826	114.34964	 	1235.0
355.0	 	48.48401	1.49112	45.35204	4.67283	7.79024	7.10475	-3.84302	30.99211	29.01205	0.70551	1.41742	178.84649	154.93553	68.38669	0.30761	 	2.60239E17	493.079	732.83	17.19474	246.66112	1.77581	131.76043	134.39419	114.70843	 	1240.0
350.0	 	43.69621	1.4895	50.14653	4.66777	7.78352	7.11089	-3.81753	30.66289	30.00403	0.67675	1.47764	180.18844	155.50714	68.93836	0.30688	 	3.86947E17	536.226	784.881	20.55431	238.3502	1.66218	132.09401	134.73084	115.05713	 	1245.0
345.0	 	39.38518	1.48803	54.46361	4.66318	7.77758	7.11632	-3.79498	30.35988	30.9733	0.65032	1.53772	181.45015	156.05178	69.45687	0.30621	 	5.78893E17	575.444	831.09	23.28548	230.55593	1.55885	132.41805	135.05838	115.39593	 	1250.0
340.0	 	35.5027	1.4867	58.35157	4.65903	7.77235	7.12111	-3.77511	30.08056	31.91269	0.62607	1.59727	182.6385	156.57112	69.94508	0.30559	 	8.71496E17	611.116	872.282	25.54548	223.23138	1.46491	132.73275	135.37699	115.725	 	1255.0
335.0	 	32.00561	1.4855	61.85362	4.65527	7.76776	7.12532	-3.75766	29.82271	32.81796	0.60383	1.65609	183.75962	157.06656	70.40551	0.30501	 	1.32041E18	643.589	909.132	27.44265	216.33394	1.37949	133.03827	135.68681	116.04451	 	1260.0
330.0	 	28.85509	1.4844	65.00865	4.65185	7.76376	7.12899	-3.74241	29.58427	33.68592	0.58344	1.71398	184.81899	157.53935	70.84047	0.30447	 	2.01366E18	673.179	942.206	29.05411	209.82477	1.30183	133.33475	135.988	116.35462	 	1265.0
325.0	 	26.01646	1.48342	67.85136	4.64877	7.76028	7.13218	-3.72916	29.36343	34.51432	0.56471	1.77081	185.82153	157.99064	71.252	0.30397	 	3.09139E18	700.167	971.977	30.4368	203.66863	1.23123	133.62236	136.28071	116.65551	 	1270.0
320.0	 	23.45854	1.48252	70.41298	4.64596	7.75728	7.13494	-3.71771	29.1585	35.30196	0.5475	1.82649	186.77174	158.42147	71.64199	0.30351	 	4.77825E18	724.811	998.85	31.63344	197.83419	1.16689	133.90125	136.5651	116.94733	 	1275.0
315.0	 	21.15326	1.4817	72.72161	4.64343	7.75471	7.1373	-3.7079	28.968	36.0485	0.53164	1.88097	187.67371	158.83286	72.01214	0.30307	 	7.43689E18	747.342	1023.17	32.67685	192.29158	1.10852	134.17156	136.84131	117.23024	 	1280.0
310.0	 	19.0755	1.48096	74.80242	4.64112	7.75254	7.13931	-3.69959	28.79057	36.7543	0.517	1.93424	188.53116	159.22575	72.364	0.30266	 	1.16569E19	767.971	1045.23	33.59272	187.01536	1.05525	134.43346	137.1095	117.5044	 	1285.0
305.0	 	17.20259	1.48029	76.67809	4.63903	7.75072	7.14099	-3.69262	28.62497	37.42029	0.50344	1.98632	189.34748	159.60102	72.69901	0.30227	 	1.84035E19	786.885	1065.29	34.40161	181.98079	1.00691	134.68709	137.3698	117.76997	 	1290.0
300.0	 	15.51427	1.47968	78.36891	4.63714	7.74921	7.14237	-3.68688	28.4701	38.04779	0.49086	2.03725	190.12577	159.95951	73.01845	0.3019	 	2.92692E19	804.258	1083.58	35.11982	177.16707	0.96274	134.93258	137.62236	118.02709	 	1295.0
295.0	 	13.99214	1.47913	79.89331	4.63542	7.748	7.14349	-3.68224	28.32495	38.63849	0.47914	2.08708	190.86889	160.30204	73.32353	0.30155	 	4.69004E19	820.243	1100.3	35.76094	172.55382	0.92265	135.17009	137.86731	118.27591	 	1300.0
290.0	 	12.61975	1.47863	81.26775	4.63386	7.74705	7.14436	-3.67861	28.18861	39.19421	0.46819	2.1359	191.57943	160.62937	73.61531	0.30122	 	7.57287E19	834.983	1115.62	36.33595	168.12342	0.88608	135.39975	138.1048	118.51659	 	1305.0
285.0	 	11.38227	1.47818	82.5071	4.63245	7.74634	7.14502	-3.6759	28.06027	39.7169	0.45792	2.18377	192.25978	160.94223	73.8948	0.3009	 	1.2323399999999998E20	848.603	1129.68	36.85402	163.85962	0.85276	135.62171	138.33496	118.74926	 	1310.0
280.0	 	10.26655	1.47777	83.62452	4.63117	7.74585	7.14547	-3.674	27.93919	40.20845	0.44827	2.23078	192.91209	161.24129	74.1629	0.3006	 	2.02141E20	861.218	1142.64	37.3228	159.74798	0.82233	135.83611	138.55793	118.97408	 	1315.0
275.0	 	9.26031	1.47739	84.63229	4.63001	7.74555	7.14575	-3.67286	27.82469	40.67089	0.43917	2.27702	193.53841	161.52724	74.42047	0.3003	 	3.3427299999999997E20	872.935	1154.61	37.74897	155.77483	0.79463	136.04306	138.77383	119.19118	 	1320.0
270.0	 	8.35294	1.47705	85.54105	4.62896	7.74543	7.14586	-3.67239	27.71616	41.10603	0.43056	2.32257	194.14054	161.80067	74.66824	0.30002	 	5.5736899999999997E20	883.845	1165.7	38.13793	151.92826	0.76932	136.24272	138.98281	119.40069	 	1325.0
265.0	 	7.53461	1.47674	86.36063	4.62801	7.74547	7.14582	-3.67254	27.61306	41.51564	0.42239	2.3675	194.72018	162.0622	74.90693	0.29975	 	9.372459999999999E20	894.036	1176.0	38.49449	148.19742	0.74617	136.4352	139.18498	119.60276	 	1330.0
260.0	 	6.79658	1.47646	87.09981	4.62714	7.74565	7.14566	-3.67324	27.51489	41.90137	0.41461	2.41191	195.27888	162.31237	75.13717	0.29948	 	1.58968E21	903.586	1185.6	38.82273	144.57222	0.72504	136.62065	139.38047	119.79752	 	1335.0
